EXP__FIELD,HMA__FIELD,LSI1__FIELD,NRAMP__FIELD,QHB__FIELD,RSS1__FIELD,SHR__FIELD,polyA__FIELD,X35S__FIELD
OS10G0142500,0.433635494,3.054463527,9.403754325,5.659634706,2.086384173,0.69800637,1.719375264,1.118017654,2.806805469
OS10G0142600,0.254173103,0.803605259,1.052078115,0.728402041,1.41625796,2.82373679,0.221268561,0.194881536,0.973186387
OS10G0142900,3.368616441,3.780166579,1.493438955,1.726594359,1.925343183,4.620832097,2.453128839,1.15141382,1.234969073
OS10G0143800,0.101925054,3.062134289,0.048623852,0.076740042,0.074060194,0.107619557,0.971971447,0.038152398,0.058095211
OS10G0144700,1.961936877,1.758546076,0.374468089,0.274593248,1.409916531,3.623899761,1.503651613,2.084165206,5.009492524
OS10G0145100,2.221852412,3.199893369,3.252847051,2.805730539,0.933184433,1.278045367,3.177307307,1.469152844,1.76562008
OS10G0145200,0.490645189,0.782287872,2.867016292,1.265812918,0.538813116,0.954010611,1.131086373,1.033216933,1.922149601
OS10G0146200,7.656924141,8.447932995,3.403611218,7.714924718,23.93108327,7.827426697,8.778255603,7.27859612,2.113577768
OS10G0146601,8.728242976,4.933092831,4.025070728,6.691960963,27.61491673,7.384396291,7.337176184,7.353005708,2.491903298
OS10G0146901,33.22256445,96.02129314,10.2017541,33.93882946,134.653425,74.45873526,78.8873192,53.37120072,161.5968121
OS10G0147200,34.70701526,101.3546713,8.470664385,34.82342091,146.7732506,73.21529919,68.30405119,63.10542239,189.0131219
OS10G0147250,0.358724317,0.43257112,2.740611753,0.899506781,0.174761771,0.257324984,0.479512664,0.248885592,0.499425489
OS10G0147300,54.23510946,54.39265383,19.88508937,28.2440554,25.7833922,53.42747255,72.37597845,20.09546256,11.14824541
OS10G0147400,14.23522783,11.57323617,1.620803656,4.155863075,95.43542461,10.9468843,10.81557014,11.71528687,1.285840119
OS10G0147566,22.22944166,20.83471487,2.94590611,6.772120669,159.6532771,17.03263358,18.19160108,17.95539729,1.81476507
OS10G0147900,10.06355052,14.40609728,11.07891438,12.99454941,13.32775024,11.74458303,10.87660279,12.87816078,21.58730195
OS10G0148100,0.852384834,0.204839486,0.326435917,2.205647188,0.401281419,0.190551467,0.374574598,0.180785786,0.144725358
OS10G0148400,0.201262172,1.387597706,0.212517246,0.229987908,1.090762979,0.76419553,0.277639867,0.525838562,0.362502182
OS10G0148800,8.488636306,6.740377986,7.194040464,5.007584283,5.396937193,6.911007008,7.09133778,4.451426954,4.9641872
OS10G0149000,1.397394531,0.443022155,0.922553201,4.173211854,1.85837357,0.412530933,0.548142572,0.196961057,0.271205891
OS10G0149100,0.503004106,0.333287705,0.531133327,1.362518548,0.504425491,0.454726436,2.176289597,0.209815908,0.235477951
OS10G0149200,0.322874257,0.335130337,0.340930176,2.565407534,0.814706353,0.199012247,0.824391783,0.146769792,0.151151387
OS10G0149800,0.370019614,0.454544466,0.390712016,1.112448475,3.29810806,0.258359272,0.400192586,0.143799001,0.173222165
OS10G0150000,1.423672982,0.329815958,0.985658421,3.486653681,0.32249583,0.306810547,0.538354312,0.241780259,0.266362928
OS10G0150200,2.805610529,2.330796666,8.688219573,5.093954972,6.548342125,6.690942729,4.587069889,8.192990469,5.268271111
OS10G0150300,1.230787383,1.738869675,0.37735434,4.20323017,1.959763645,0.220274239,1.670742301,0.138882796,1.592037232
OS10G0150400,1.45344768,0.532874469,0.361888998,7.45069761,3.548633838,0.342251952,0.875071606,0.333034685,0.694610599
OS10G0150600,1.407206716,0.931443069,0.60226025,6.231132028,0.61492116,0.691552963,0.400880035,0.166117605,0.779247841
OS10G0150700,0.403077617,0.283602931,0.890440261,5.707166803,1.038548196,0.259887659,0.684152452,0.196277043,0.321714715
OS10G0150800,1.385195436,1.244465407,2.417002861,4.133132685,1.757012766,2.244113475,2.626013555,1.559879369,0.530817893
OS10G0151100,4.924370082,2.376220397,0.831212334,0.969517421,1.283838397,2.319400072,5.63287471,3.046912905,7.887710572
OS10G0151233,5.295591827,2.555350858,0.893872956,1.042604119,1.38062006,2.494247155,6.057506804,3.276603262,8.45971903
OS10G0151800,22.98036954,25.8761072,30.7331165,27.11443293,25.2080411,23.87868611,27.9661328,21.89834205,26.58052974
OS10G0152000,64.19101207,38.64508765,1.591296058,13.05060239,18.75505807,36.05493524,36.9180628,41.82382695,91.15446329
OS10G0152400,60.09150147,38.59615299,1.597416428,12.8863383,18.45016484,35.21200942,36.30698407,41.1848318,89.43042202
OS10G0153900,0.519859895,2.074590649,3.414879369,2.438838597,1.232208081,0.869448678,0.94405162,0.711381356,1.134467946
OS10G0154000,57.90606623,57.48702801,75.56479654,48.99127631,50.82856333,54.61571769,58.48883089,66.62181431,51.83442669
OS10G0154500,4.461481981,0.898762282,2.14885947,8.077456469,2.000359823,1.907846951,4.000801751,0.89501233,2.40383307
OS10G0154600,11.19612839,6.1017151,9.7701395,7.071810842,6.871145113,4.654480479,9.90813513,5.021920378,8.195229975
OS10G0154700,27.63521633,38.81126351,4.735963458,293.6815955,19.94771376,28.41009632,21.80543537,25.81706666,112.0986506
OS10G0155100,41.49876397,44.55023273,2.021794737,8.426257662,15.45691372,49.89738734,33.93496728,40.27245506,1.406518183
OS10G0155200,4.11386981,0.62609131,0.997750458,10.65302548,3.230623863,0.769125469,8.848933654,0.885503952,5.276731936
OS10G0155300,5.779821665,9.650885191,14.60094932,5.98360043,4.575376458,7.269973316,6.445242149,6.565158985,6.471752289
OS10G0155400,6.946278566,11.05303647,3.45048823,8.886270075,5.835801325,12.99827391,11.36670556,7.189165362,5.599032737
OS10G0155450,7.375077408,9.649599937,3.279034531,7.645831635,4.505959078,9.587242398,7.733876876,6.349988765,5.00437351
OS10G0155500,48.97356966,34.08029203,54.55845349,42.57498025,27.02203681,44.80276072,31.87242493,56.55108745,58.77599372
OS10G0155600,0.498506305,1.469087934,2.382941648,1.40585288,0.497452667,0.888668316,0.539156628,0.810239653,0.666539516
OS10G0155700,0.500718718,1.331038698,4.126230152,0.200879159,0.86018973,1.381337701,1.551424374,0.868333306,0.572435152
OS10G0155800,4.673524908,4.271680418,0.471671228,19.8980091,4.812872207,3.103538434,2.86103795,2.222820917,10.70182133
OS10G0156300,1.074812117,1.618888702,2.08646343,6.604742814,3.76874427,2.218809513,5.4107772,6.184899833,0.80723284
OS10G0158400,0.269756234,0.33131387,0.284841663,0.190729069,0.156263825,0.166271522,0.291753304,0.104834111,0.126284546
OS10G0158475,0.365971259,0.4494849,0.386437267,0.258757162,0.211999063,0.225576245,0.395814111,0.142225708,0.171326955
OS10G0158700,1.300967413,1.723272985,2.256660893,0.686993978,0.865578091,0.68647863,5.165352816,0.741970427,1.131809894
OS10G0159033,5.413408411,4.477395766,43.44087777,3.129514419,5.954270704,6.472134524,19.86566453,5.287674186,1.339761581
OS10G0159167,0.23493161,2.022366868,0.45605758,0.117488349,0.255848583,0.116024233,0.314228348,0.115581162,0.106924211
OS10G0159300,9.62130557,9.226535368,3.358402764,4.006619881,4.362158597,7.010749054,9.040400074,9.532392899,1.396420082
OS10G0159600,6.116126635,6.613334632,1.479283045,8.25087427,10.10379852,12.51770522,9.938858138,10.36057513,0.780751908
OS10G0159700,6.166133623,11.55305215,1.826978887,15.63068582,5.450558174,17.8207786,7.697612055,22.62118086,2.182764669
OS10G0159800,27.05933091,21.26767796,74.35342318,5.843098135,52.03506806,29.0185316,30.65199926,28.47495848,34.45849427
OS10G0160000,19.41673081,16.85497516,27.4174869,21.26111744,22.10258655,22.0914601,17.21842025,17.61543632,21.61019135
OS10G0160100,12.9613004,6.378520846,1.894089737,5.722023371,12.76320781,9.654828253,12.79001866,10.84633203,2.285313118
OS10G0160600,8.149276942,9.485817728,6.449088299,3.961853307,7.226058137,6.685473447,4.183120739,5.536310554,2.219582543
OS10G0160700,10.51856814,12.35105217,23.5069876,12.14952109,8.444208823,11.60894087,17.79726478,14.12746519,5.601505341
OS10G0161100,1.391904004,1.73967859,1.28337454,0.734816002,1.144908169,1.038310153,0.422485019,1.495970338,1.362180364
OS10G0161400,5.964731985,5.939944298,10.07183683,1.480530995,1.861628893,4.880589397,11.05140412,2.561539936,2.396153454
OS10G0161625,0.65331588,1.088032175,2.337167785,3.863348717,1.467304087,2.044176147,0.901245038,0.39160525,0.87353128
OS10G0161700,2.350108583,1.93973327,7.180398689,7.643753879,2.089044105,1.96691836,5.262160043,2.029757461,4.883301587
OS10G0161800,75.73747265,76.68663372,39.20856469,154.2303536,125.4270693,75.30892207,80.71464382,72.64883249,65.24971411
OS10G0162100,13.72636074,10.59777576,4.289711315,5.74453987,4.032310652,4.262806168,13.31689539,6.361926345,3.650194238
OS10G0162400,8.112855688,5.855442765,3.48522015,6.452131004,12.29551218,10.99909877,5.739260811,5.682006634,6.387259763
OS10G0162600,5.125224898,0.620288376,0.436053904,0.745913476,12.57293781,0.666398245,5.27651641,0.56084775,0.766164476
OS10G0162832,0.575137606,0.711021536,0.953987082,0.993622234,0.699333164,0.921731879,0.354005783,0.591180896,2.092543453
OS10G0162854,0.278637527,0.762304168,0.699331182,0.293184439,0.136990276,0.262499702,0.237240137,0.122773918,0.122807366
OS10G0162856,0.31918051,0.170227591,0.271277774,0.246563926,0.148822691,0.158353831,0.27786029,0.09984201,0.120270996
OS10G0162980,0.2603841,0.31480801,0.381506963,0.148185493,0.253266735,0.256422319,0.2266755,0.13461077,0.130451263
OS10G0163040,0.667279801,1.248616203,0.686282635,0.083644146,0.141923742,0.375245862,0.398157646,0.220250682,0.419053362
OS10G0163100,0.338821716,2.615685007,5.455692166,2.001236164,1.972963899,1.230489382,2.694460494,2.323955826,3.056108916
OS10G0163250,4.713081647,7.589861877,3.483213464,2.116351208,7.684764096,3.166100396,7.389460532,5.572537596,3.56169489
OS10G0163370,0.871611452,0.245221934,0.429094512,3.050679322,0.136551898,0.778571834,0.325184961,0.261000219,1.896219288
OS10G0165000,4.249615344,2.103706286,0.367774824,0.207994493,1.288368674,1.914300098,0.412119563,0.870461553,0.160077537
OS10G0165300,4.537436958,9.756679415,1.032403778,2.49887176,31.36612438,6.459751078,6.497447967,7.806613511,15.99090539
OS10G0165400,0.397265713,0.33880106,0.924892132,0.600938422,1.659376625,1.525966381,1.132699821,0.517467093,0.596111685
OS10G0166300,0.503724877,2.208108869,2.100295503,1.943730615,2.484565751,1.366293532,2.152331056,3.315665606,3.848708517
OS10G0166600,0.203962031,0.211704286,0.215368087,0.330086313,0.118150697,0.125717492,0.247127875,0.092715551,0.109143834
OS10G0167200,4.989421357,3.144898336,2.703058564,1.682703273,4.397251434,5.74702097,1.908097819,5.28085055,11.49533263
OS10G0167250,4.29172741,5.755130258,3.554488204,3.104867283,3.38601775,7.186954831,3.480309069,5.303268091,15.16601676
OS10G0167300,1019.833922,857.9496205,1792.925717,948.9555729,838.2840471,859.6548867,1049.30584,962.9822298,1281.211768
OS10G0167500,19.74165263,16.67524434,22.02989962,13.13100008,18.0222406,9.572899403,18.76264615,10.9743238,17.15296638
OS10G0167600,5.46309455,9.218544982,12.65687722,8.735544865,3.648448322,6.299579632,6.807132907,4.365751883,9.563603314
OS10G0167700,7.98959381,7.663128967,3.737333434,4.234034418,1.808277209,5.859932273,5.586742125,1.976288475,1.051687379
OS10G0167900,0.26610798,0.176321658,0.280989389,0.188149599,0.248602146,0.164022822,0.287807556,0.103416307,0.124576641
OS10G0168000,0.36358449,0.240909047,0.383917024,0.257069615,0.339666193,0.224105095,0.393232715,0.141298149,0.170209606
OS10G0168900,4.959139358,2.911740767,1.297723225,0.529545554,1.027986108,2.164810434,5.536998816,0.661045509,0.74730806
OS10G0169200,254.5089147,255.3806029,11.29654568,53.39492839,120.5089138,239.5986877,345.0352341,415.5160717,18.09468097
OS10G0169800,18.99663533,20.70711483,24.59965355,18.44478779,22.27523265,24.34895476,22.59142603,18.91697868,17.30404155
OS10G0169900,11.65659036,12.56880904,0.803880478,5.191960211,3.516324361,12.95838961,6.939500208,17.41245354,8.432589534
OS10G0170000,13.09573345,10.46692856,24.53049224,23.7693157,20.06032395,15.17967949,18.1069433,19.53702106,23.64689473
OS10G0170200,380.6594453,366.5975262,329.5606847,385.6699387,399.5243009,351.7397362,385.1354536,495.0625654,347.3155392
OS10G0170300,5.514978655,5.876932529,3.301483141,3.356345492,5.627279243,7.463409753,4.630135033,2.985470011,3.897615272
OS10G0171500,0.350212801,0.939058785,0.380315498,0.567004156,0.254021485,0.582630985,2.608728393,1.335892694,2.528017089
OS10G0172000,20.902137,25.99010266,1.278940223,23.64258054,8.992092893,47.74749181,19.50288745,20.48762369,24.35708189
OS10G0172100,20.76754495,25.48599001,1.498245678,23.86178008,8.228081084,47.96839886,17.38948555,20.00228338,24.8345915
OS10G0172600,69.50084243,51.2384345,21.67207962,22.6601908,18.67901748,46.48208527,45.54638694,21.59815304,12.90744602
OS10G0173000,7.119968693,8.66271039,3.027733528,5.525287436,8.958201916,2.923376747,15.00967014,3.75586521,11.66096162
OS10G0174751,0.158680138,0.57485734,0.167553919,0.11219357,0.091919897,0.097806778,0.927864104,0.502111479,0.074285027
OS10G0175500,0.578846183,1.069849005,0.432317824,2.471581823,1.854940817,5.05662595,3.956072921,2.104968125,1.27734298
OS10G0176300,0.574738369,2.182066913,1.138079826,7.722745964,8.771795952,2.902618902,3.209987307,3.731789922,3.900946005
OS10G0176550,2.230086624,1.007127934,1.623437399,1.216240185,3.676636853,1.634770489,4.352140003,1.801483595,1.268210738
OS10G0176700,1.677717468,3.829225872,1.701431966,2.363298809,0.736940315,3.365432746,2.296197022,2.695650146,1.368807888
OS10G0177200,1.273803846,1.325902971,3.262510138,0.765439716,5.939886189,0.2816189,4.446751581,1.338870586,4.316832306
OS10G0177400,2.152032856,3.827099913,2.505656208,2.829703251,5.470766775,4.680485993,4.289418418,3.555373272,1.105589741
OS10G0178000,0.864335221,0.572703679,0.912670962,1.710595172,0.687852152,0.532756299,1.047260246,0.335902577,0.404632655
OS10G0178101,6.723614605,11.33916511,1.671582889,5.181946511,3.379744244,6.082412871,8.318722799,8.716082758,2.096268855
OS10G0178200,20.9318003,11.79736445,5.195810713,46.36658828,34.14953347,9.867067489,22.21593688,13.04252271,18.65003105
OS10G0178800,0.109027943,0.356325405,1.142351571,0.077087368,0.133124737,0.348263989,0.117918545,0.132608783,0.220739871
OS10G0179000,0.38895085,0.257716655,1.020841294,0.275004705,0.225310632,0.271577653,0.420667555,0.216368534,0.182084695
OS10G0180000,191.8977713,173.6915478,102.1608124,80.94793759,138.688406,160.106975,166.1541191,100.4620571,77.3951638
OS10G0180800,0.171054526,0.113032148,0.163845818,0.049758899,0.479612374,0.0792622,0.395193613,0.097508587,0.277101675
OS10G0181200,0.690859655,0.26259267,0.221025103,0.093459577,0.246241815,0.12842776,0.213177198,0.058583964,0.325205631
OS10G0181333,1.004834807,0.122016394,0.435303922,0.070241772,0.395946893,0.206506651,0.410017621,0.094200648,0.522917519
OS10G0181600,0.642934416,0.798368838,0.4995192,1.039770385,0.816471032,0.155487698,1.300335825,0.132969597,0.254425636
OS10G0181700,5.741061275,3.735538806,5.128369909,4.023030279,3.542965188,4.624471613,4.987353066,2.938670687,4.455145126
OS10G0181800,7.351248827,5.643261546,7.581160444,5.956095453,4.976426709,5.552965532,7.961461403,4.021097075,6.635405012
OS10G0182000,87.11075169,62.85219258,65.31137302,94.5820393,66.29685261,98.32128479,62.4656159,48.84101985,67.5229244
OS10G0182300,3.084296085,0.660015856,2.485182416,1.737061509,0.578735048,0.814843334,2.599077899,0.534369177,1.067285138
OS10G0183000,0.624201982,2.672490621,2.88235292,2.980107324,0.49201187,1.009025059,1.49549325,1.42180412,1.894515628
OS10G0183150,0.59138284,2.770196259,4.161280516,3.32436543,0.468499594,1.074008713,1.305781947,1.817072055,2.350173163
OS10G0183500,3.624086495,2.056887077,0.820889163,0.821987314,1.257165898,2.207612905,1.019051737,1.553211625,0.790156875
OS10G0183900,14.5677599,18.23185572,27.90576054,20.01130465,23.62746413,20.39412009,22.93862375,19.97899896,22.95782387
OS10G0184200,21.88763232,18.74896619,9.339382827,4.51513963,9.138312194,20.39017961,9.645980289,13.11354229,15.24431823
OS10G0184250,29.08853517,45.04242314,154.6544313,59.42858672,38.38607933,43.50378797,46.90802206,40.21069821,46.65510409
OS10G0184300,69.08544958,65.71474175,281.6194277,62.10833173,59.74654802,76.37265864,83.04857958,67.49015603,54.1803605
OS10G0185100,31.84596095,30.6642708,9.279112474,12.01753828,11.71617242,25.90259925,19.20578703,11.14378326,8.767423722
OS10G0185200,57.77160463,31.41261648,14.79071347,14.07405612,27.03642501,30.64084489,40.22565819,20.20609617,17.09100447
OS10G0185400,0.422345619,0.279843843,0.836316236,0.29861622,1.263282215,0.378346604,0.620705649,0.310740689,0.226004909
OS10G0187500,33.06881005,23.25930779,42.68703405,14.80499708,20.40326142,19.97615283,22.71964365,21.07047997,20.35490796
OS10G0188000,3.029361933,2.605736855,2.586628973,3.771002505,1.464944883,2.861090228,2.66844963,2.472501236,1.129653412
OS10G0188100,57.38669365,39.46655636,61.90231844,46.10649486,34.9964794,37.64576851,43.19323371,33.01164677,46.4999416
OS10G0188250,20.93505395,17.58751678,15.97060659,16.46285828,15.53227243,18.39846746,11.8366837,25.07873644,4.535128926
OS10G0188275,21.60312858,13.58561217,24.98430057,18.26894547,13.20779276,18.97953815,19.35300047,13.20504017,18.43018282
OS10G0188300,18.93084519,13.48966925,23.49457896,15.84769154,12.81028775,18.94662218,18.73666861,10.91564511,17.37332982
OS10G0188400,7.966978346,5.129767123,4.525950133,3.273992591,5.840299112,6.191753097,5.572461252,5.987612067,3.534458599
OS10G0188900,22.81007531,15.97734895,18.68321592,20.68612081,22.843336,18.97875877,15.76444354,17.29238826,16.80532718
OS10G0189100,13.74274572,22.1780369,9.545306476,12.08498344,14.68172657,27.32339659,13.10137827,7.585868326,28.47038938
OS10G0189600,5.689424026,3.781531963,2.849666794,1.428058831,5.860808227,3.775281036,3.384889638,4.465915773,6.016504069
OS10G0190000,22.54108191,26.76459235,38.81693383,25.66966662,35.55982241,29.90489754,23.99889422,36.07346102,27.74165222
OS10G0190500,1.372677175,4.88250134,0.621645239,22.12990363,11.85284062,2.494409035,2.237290281,1.850564453,7.775125483
OS10G0190600,2.342687558,4.919245429,0.402435633,25.56214475,12.35470262,2.546518809,2.317655417,2.240263746,9.66258246
OS10G0190800,1.792861994,0.415801538,7.021294817,5.428099334,2.505975164,1.189666017,3.999934815,2.134917389,3.931230117
OS10G0190900,19.0716347,12.55877041,184.5099861,7.040930164,13.7171697,21.57110089,27.08983608,18.03890479,14.98943193
OS10G0191100,0.339591605,0.296847332,0.358582398,0.240105631,0.196717912,0.209316434,0.367283348,0.131973906,0.1589775
OS10G0191300,803.817351,906.0406913,62.49977472,253.9233877,697.6707189,716.7693584,1562.926539,4638.652808,4735.894367
OS10G0193100,5.455191257,4.640538335,0.55535167,1.147252051,2.181004223,7.3714123,6.599632297,18.88716032,0.779896292
OS10G0194200,19.03427463,23.77366204,55.89046877,39.06662535,30.82122512,27.69700311,21.70274173,24.87505779,46.85646701
OS10G0194300,0.763065032,0.197683632,1.701461563,2.850204645,1.198205819,0.399997219,0.586273275,0.584866988,1.42569214
OS10G0195000,0.425507811,1.591588765,0.349933973,2.881684034,3.803240737,1.988575965,2.458044624,2.156783752,0.390730031
OS10G0195050,1.14163048,1.184965971,1.20547325,5.517394504,4.442804601,2.525335353,2.158845273,1.665767056,0.975621691
OS10G0195100,25.32070335,21.37468548,12.87456569,13.09220014,15.14447814,21.66113194,37.40945464,10.23703225,11.20345899
OS10G0195175,2.324032246,1.477025667,3.862303641,6.093724036,2.042423456,3.811795343,10.01840747,2.338733243,5.273671098
OS10G0195250,60.45907969,53.57133358,141.2146306,15.73476901,30.92347081,39.48248304,54.89556492,35.8475527,6.076704227
OS10G0197000,2.802305524,7.416079642,6.628013076,6.631825925,1.883500246,4.371967848,3.801861149,2.293928194,4.658667428
OS10G0198100,4.794975342,7.205319749,4.639836021,3.79284188,5.965613016,13.49125366,9.826029581,13.63932156,13.77572066
OS10G0198333,2.900256516,3.170442458,2.617394076,2.488088542,1.436901566,3.643271672,2.308770177,1.642934875,1.765687726
OS10G0198600,4.671115935,5.578671559,3.660935999,4.657432385,2.295445632,2.872090301,4.704769109,2.334676857,3.864197431
OS10G0199500,6.476370145,3.374808895,0.986490031,4.389945666,2.683301433,3.885257394,3.781557981,5.002540874,3.770620178
OS10G0200000,2.089949251,0.698923022,0.423114407,0.261568948,0.270446483,0.253851725,0.975535054,0.290690073,0.142205255
OS10G0200700,29.38604348,23.8027972,3.905925004,10.48366231,39.54369256,16.47337419,10.9025458,21.62143418,6.664546081
OS10G0202900,0.985621823,0.377407727,0.383084232,0.256511981,0.91448002,1.202596152,0.392379715,0.51994184,0.467899631
OS10G0203000,17.76970853,20.51845878,10.03718696,47.25682073,11.4548216,24.90375398,24.42162964,10.93976389,17.23448781
OS10G0203600,6.408288588,3.403051676,5.260108205,3.460954791,2.20508671,3.089723971,4.988076195,2.122995013,3.253193439
OS10G0204100,35.43167214,30.13883489,66.6412752,102.3489036,31.15029863,34.76447094,29.96067985,25.54998345,49.91920557
OS10G0204300,19.6098419,18.63482347,34.45088832,7.540640091,6.502579061,20.63215102,22.9490969,5.666834034,3.799359531
OS10G0204400,140.1998438,115.8183086,338.5099863,25.41005786,41.69368577,104.5142475,198.172942,48.23259595,25.6206837
OS10G0205200,39.8568069,42.92854674,37.93027199,167.743309,46.71436224,42.28391638,55.13716369,56.49874356,66.34564267
OS10G0205300,11.7753642,22.35132757,20.69818114,6.440773945,13.19461478,20.82185018,25.32482662,21.17798681,26.66682987
OS10G0205500,0.227089084,0.852964778,0.361946699,0.733845672,0.699064607,0.112664857,0.197690764,0.121618085,0.282748624
OS10G0205700,0.324755078,2.313988389,0.342916177,0.229615579,0.421540286,0.333161449,0.351236988,0.227436961,0.478810554
OS10G0205802,5.68712055,5.694895875,1.99723177,1.647174561,4.200876015,5.659367162,5.456699427,1.413069911,1.330805914
OS10G0206500,3.388677588,2.008881025,6.583431085,1.779335284,4.342900071,1.247208294,1.402298567,5.22234464,3.47070891
OS10G0206800,11.55786773,9.619992641,16.76930151,18.68015302,8.226879667,11.4068835,11.90823523,11.82801127,14.63048104
OS10G0207101,9.710078358,5.547427431,18.13197108,19.85978811,7.749171487,10.25445136,14.17647873,11.37808232,16.37688398
OS10G0207400,9.310210265,16.52054759,21.16808157,29.27854695,25.90757109,14.27721681,22.08053535,17.84122738,22.16759311
OS10G0208500,0.617528293,2.187702205,1.754906976,0.9971382,1.818187038,1.065744528,1.148172974,1.049345291,0.482786376
OS10G0208600,7.550544649,11.08861809,21.58639393,3.19653146,35.17597696,11.91432728,3.786179684,12.84530847,6.285672608
OS10G0209700,1.246437353,2.671192425,0.749721189,80.31666317,0.897258227,0.923613146,1.49425869,1.559218632,30.28117644
OS10G0210500,0.502776193,0.59745415,0.358931515,4.58090612,0.386799407,1.169496869,1.528927132,0.470962641,2.149610984
OS10G0212100,3.309104324,2.681708432,1.395645245,1.336803256,0.677880757,2.54648684,3.864719856,0.929967445,0.490448885
OS10G0213100,149.7008679,152.7064634,59.31964907,56.83273932,69.32982069,120.9835895,146.78372,118.6431812,34.19704474
OS10G0213800,82.74437651,83.18229762,8.185042454,25.21571862,33.12264428,77.08835852,96.23618474,10.6579306,5.787906165
OS10G0214132,61.75670156,56.87473467,15.54052095,17.44761425,17.584164,23.28575652,41.92628999,36.94555267,8.341918753
OS10G0214400,49.82342153,37.09065863,31.38527875,27.13984655,27.09899722,42.02188718,41.93427332,22.12614344,16.23363937
OS10G0315400,11.58739284,11.45498762,20.779834,26.80347763,19.58170896,15.99835648,11.9114246,12.08470211,17.46262918
OS10G0315900,17.13078531,17.13913539,30.99810249,39.84412529,28.96943389,22.79974708,17.48748413,17.72539034,25.97714125
OS10G0316400,1.007232076,1.635053559,3.605377559,2.673109488,2.224024546,2.795546667,2.061486447,1.526847918,3.342367695
OS10G0317300,4.241033454,5.825772991,3.966846767,2.380794958,1.808530148,3.228863763,4.304069793,3.722123955,3.166822495
OS10G0317900,23.34930361,26.91103327,2.820379657,10.63656071,116.7947825,30.43320288,17.37361701,28.25303321,11.7486778
OS10G0317950,31.37096965,35.5282127,4.266223447,14.66278303,180.9912677,37.10333416,43.65474982,39.15683495,19.28838992
OS10G0318000,1.30270632,1.696158604,1.421484938,1.031256007,0.906751702,2.649209583,2.065609181,0.614863069,0.598352668
OS10G0318900,2.947054939,2.74757793,4.908414154,1.111443662,2.252217414,2.70789417,4.388043266,1.5210021,0.918495101
OS10G0320001,3.801510967,1.300979572,2.392834848,0.822533998,3.647140006,2.784757407,1.287479143,1.913372741,1.131020158
OS10G0320100,10.77196304,13.20330551,6.194988019,4.558717786,6.810325071,16.42242092,15.61591006,13.21476021,15.0763298
OS10G0320201,17.03913569,19.69283009,11.41620253,8.033025263,8.580280181,24.77829962,32.06326352,19.54259853,27.45443071
OS10G0320400,137.2477236,120.2740174,174.2612192,163.3548827,140.1768145,152.0815741,117.3009494,132.9769506,113.6291353
OS10G0321700,16.55274349,20.38402959,61.11058415,38.62581232,33.33546005,31.20450807,23.22320826,27.27271948,38.84728829
OS10G0322300,10.16818635,2.90282818,3.792893739,7.47304356,6.036297191,5.521830737,7.19907375,1.977225051,2.024182215
OS10G0323000,5.394892197,2.775235146,2.47332504,2.048392708,2.58616277,2.930105247,5.732899238,1.412979807,1.669401917
OS10G0323500,20.27090619,23.35165241,1.953800133,4.149563942,4.869819058,25.10625905,8.027662437,25.06963481,16.78682648
OS10G0323600,0.637873372,0.252145988,0.885960381,0.269060348,0.273698201,0.465585917,1.930726288,1.095689178,0.302498968
OS10G0324600,6.023685,6.893307748,12.86510289,8.410057875,5.087958436,5.897694205,14.38793098,8.544478786,8.225173904
OS10G0324900,21.53941651,21.9219159,27.99935945,24.3184712,31.38783169,23.79061032,21.49935208,20.34810533,24.96307048
OS10G0325400,3.510557885,8.829860434,1.336956294,1.733208433,2.151315247,5.295254093,7.857394372,3.976640016,3.003043499
OS10G0326800,4.13316945,4.844761891,10.32035389,1.542980103,3.297313665,1.95981292,4.831389674,3.786681913,4.198242548
OS10G0326900,0.312322811,1.040643642,0.329788667,0.648802514,0.379727728,0.577241053,5.07578189,1.046047826,0.442213811
OS10G0327300,4.779134446,10.84263659,18.31373841,6.277993603,10.50924736,10.35948367,4.251530742,7.328092186,8.540420992
OS10G0327325,5.209363297,7.350088956,19.86861049,6.155388729,9.085579887,9.522458536,3.413776048,7.492843229,9.114391094
OS10G0327800,4.490043581,2.846578066,4.891807726,4.810329068,1.699127727,3.19827423,4.268279777,2.406809895,3.56185926
OS10G0329300,16.37069343,20.74806548,6.846156808,12.30073606,17.80540837,15.6094943,20.17349992,10.11174267,8.269345624
OS10G0329400,1.701926979,0.549060784,0.272954917,0.530436871,0.559592416,0.159332834,0.851638332,0.120647775,0.343436371
OS10G0329900,1.596846761,0.182416727,0.290702603,0.338850872,0.592402517,0.220530187,0.297756459,0.38801439,0.89149279
OS10G0330000,335.6787773,403.3861277,27.89820091,2419.356608,327.9312396,414.8097946,282.0424393,422.636478,1424.948254
OS10G0330300,11.2334104,8.28937806,13.56384733,8.424460958,8.383919247,10.92540317,7.072802404,10.01616063,8.439263369
OS10G0330400,0.297067256,0.446210999,0.313679984,0.339467054,0.661962434,0.352225688,0.321291383,0.115447866,0.445760247
OS10G0333000,5.892476993,5.082236842,0.990894972,1.601925092,2.003209943,3.781657064,4.809574037,2.249227359,1.192573972
OS10G0333700,164.8165078,141.5204918,7.970301264,35.36471192,43.93812161,442.2026809,91.78517878,258.904676,45.46918011
